cpd:C00001	cpd:H2O
cpd:C00715	cpd:Pterin
cpd:C00716	cpd:Serine
cpd:C00717	cpd:Alditol
cpd:C00718	cpd:Amylose
cpd:C00719	cpd:Betaine
cpd:C00720	cpd:RBr
cpd:C00721	cpd:Dextrin
cpd:C00722	cpd:Epoxide
cpd:C00723	cpd:Insulin
cpd:C00725	cpd:Lipoate
cpd:C00726	cpd:Nitrile
cpd:C00727	cpd:Orcinol
cpd:C00729	cpd:Tropine
cpd:C00732	cpd:Ubenimex
cpd:C00734	cpd:Chitosan
cpd:C00735	cpd:Cortisol
cpd:C00736	cpd:Cysteine
cpd:C00737	cpd:D-Aldose
cpd:C00738	cpd:D-Hexose
cpd:C00739	cpd:D-Lysine
cpd:C00740	cpd:D-Serine
cpd:C00741	cpd:Diacetyl
cpd:C00742	cpd:Fluoride
cpd:C00744	cpd:Macrocin
cpd:C00745	cpd:Nicotine
cpd:C00746	cpd:Oxytocin
cpd:C00747	cpd:Pyridine
cpd:C00748	cpd:Siroheme
cpd:C00750	cpd:Spermine
cpd:C00751	cpd:Squalene
cpd:C00752	cpd:Thrombin
cpd:C00753	cpd:Tungsten
cpd:C00755	cpd:4-Hydroxy-3-methoxy-benzaldehyde
cpd:C00756	cpd:1-Octanol
cpd:C00757	cpd:Berberine
cpd:C00758	cpd:Bergaptol
cpd:C00759	cpd:Caldesmon
cpd:C00760	cpd:Cellulose
cpd:C00761	cpd:Coniferin
cpd:C00762	cpd:Cortisone
cpd:C00763	cpd:D-Proline
cpd:C00764	cpd:D-Sorbose
cpd:C00765	cpd:Digitonin
cpd:C00766	cpd:Flavanone
cpd:C00768	cpd:Histidine
cpd:C00770	cpd:L-Idonate
cpd:C00771	cpd:Laminarin
cpd:C00772	cpd:Mevaldate
cpd:C00773	cpd:Pepstatin
cpd:C00774	cpd:Phloretin
cpd:C00775	cpd:Porphyran
cpd:C00777	cpd:Retinoate
cpd:C00778	cpd:Rhodopsin
cpd:C00779	cpd:Scytalone
cpd:C00780	cpd:Serotonin
cpd:C00783	cpd:Tropinone
cpd:C00785	cpd:Urocanate
cpd:C00786	cpd:(-)-Vestitone
cpd:C00787	cpd:tRNA(Tyr)
cpd:C00788	cpd:L-Adrenaline
cpd:C00789	cpd:CDP-ribitol
cpd:C00791	cpd:Creatinine
cpd:C00792	cpd:D-Arginine
cpd:C00793	cpd:D-Cysteine
cpd:C00794	cpd:D-Sorbitol
cpd:C00795	cpd:D-Tagatose
cpd:C00796	cpd:Dicumarol
cpd:C00797	cpd:Ethylamine
cpd:C00798	cpd:Formyl-CoA
cpd:C00799	cpd:Isoflavone
cpd:C00800	cpd:L-Gulonate
cpd:C00801	cpd:Nucleoside
cpd:C00802	cpd:Oxalureate
cpd:C00803	cpd:Pentanoate
cpd:C00804	cpd:Propynoate
cpd:C00805	cpd:Salicylate
cpd:C00806	cpd:Tryptophan
cpd:C00807	cpd:Xyloglucan
cpd:C00808	cpd:(+)-Camphor
cpd:C00809	cpd:(-)-Camphor
cpd:C00810	cpd:(R)-Acetoin
cpd:C00811	cpd:4-Coumarate
cpd:C00812	cpd:Alkyl thiol
cpd:C00813	cpd:Barbiturate
cpd:C00814	cpd:Biochanin A
cpd:C00815	cpd:Citramalate
cpd:C00816	cpd:Collagenase
cpd:C00817	cpd:D-Altronate
cpd:C00818	cpd:D-Glucarate
cpd:C00819	cpd:D-Glutamine
cpd:C00820	cpd:D-Threonine
cpd:C00821	cpd:DNA adenine
cpd:C00822	cpd:Dopaquinone
cpd:C00823	cpd:1-Hexadecanol
cpd:C00824	cpd:Iron-sulfur
cpd:C00825	cpd:Kanamycin B
cpd:C00826	cpd:L-Arogenate
cpd:C00827	cpd:Lactoyl-CoA
cpd:C00828	cpd:Menaquinone
cpd:C00829	cpd:Naphthalene
cpd:C00830	cpd:Oxomalonate
cpd:C00831	cpd:Pantetheine
cpd:C00832	cpd:Paromomycin
cpd:C00835	cpd:Sepiapterin
cpd:C00836	cpd:Sphinganine
cpd:C00837	cpd:Streptidine
cpd:C00839	cpd:Tropomyosin
cpd:C00840	cpd:Vasopressin
cpd:C00841	cpd:Xanthotoxol
cpd:C00842	cpd:dTDP-glucose
cpd:C00843	cpd:(-)-Menthone
cpd:C00844	cpd:Prunasin
cpd:C00845	cpd:2-Furoyl-CoA
cpd:C00846	cpd:3-Oxoadipate
cpd:C00847	cpd:4-Pyridoxate
cpd:C00848	cpd:6-Oxocineole
cpd:C00849	cpd:Ethyl acetate
cpd:C00850	cpd:Aryl sulfate
cpd:C00852	cpd:Chlorogenate
cpd:C00853	cpd:Cob(I)alamin
cpd:C00854	cpd:Cyclohexanol
cpd:C00855	cpd:D-Methionine
cpd:C00856	cpd:DNA cytosine
cpd:C00857	cpd:Deamino-NAD+
cpd:C00858	cpd:Formononetin
cpd:C00859	cpd:Gibberellin A1
cpd:C00860	cpd:L-Histidinol
cpd:C00861	cpd:L-Rhamnulose
cpd:C00862	cpd:Methanofuran
cpd:C00863	cpd:Monoterpenol
cpd:C00864	cpd:Pantothenate
cpd:C00865	cpd:Phospholipid
cpd:C00868	cpd:tRNA uridine
cpd:C00869	cpd:2-Oxooctadecanoic acid
cpd:C00870	cpd:4-Nitrophenol
cpd:C00871	cpd:Alkylated DNA
cpd:C00872	cpd:Aminomalonate
cpd:C00873	cpd:Angiotensin I
cpd:C00875	cpd:Cephalosporin
cpd:C00876	cpd:Coenzyme F420
cpd:C00877	cpd:Crotonoyl-CoA
cpd:C00878	cpd:D-Arabinonate
cpd:C00879	cpd:D-Galactarate
cpd:C00880	cpd:D-Galactonate
cpd:C00881	cpd:Deoxycytidine
cpd:C00882	cpd:Dephospho-CoA
cpd:C00883	cpd:Galactomannan
cpd:C00884	cpd:Homocarnosine
cpd:C00885	cpd:Isochorismate
cpd:C00886	cpd:L-Alanyl-tRNA
cpd:C00887	cpd:Nitrous oxide
cpd:C00888	cpd:Pentanoyl-CoA
cpd:C00889	cpd:Peptidoglycan
cpd:C00891	cpd:Pregnan-21-al
cpd:C00892	cpd:Pregnan-21-ol
cpd:C00893	cpd:Primary monoamine
cpd:C00894	cpd:Propenoyl-CoA
cpd:C00895	cpd:RNA (poly(A))
cpd:C00896	cpd:Tos-Lys-CH2Cl
cpd:C00897	cpd:alpha-Maltose
cpd:C00898	cpd:(R,R)-Tartaric acid
cpd:C00899	cpd:11-cis-Retinol
cpd:C00900	cpd:2-Acetolactate
cpd:C00902	cpd:2-Oxohexanoic acid
cpd:C00903	cpd:Cinnamaldehyde
cpd:C00904	cpd:Citramalyl-CoA
cpd:C00905	cpd:D-Fructuronate
cpd:C00906	cpd:5,6-Dihydrothymine
cpd:C00908	cpd:Gentamicin C1a
cpd:C00909	cpd:Leukotriene A4
cpd:C00911	cpd:Ribonucleoside
cpd:C00912	cpd:alpha-D-Glucan
cpd:C00913	cpd:3-Methyladenine
cpd:C00915	cpd:Benzyl viologen
cpd:C00916	cpd:Cephalosporin C
cpd:C00917	cpd:Chelating agent
cpd:C00918	cpd:Chloramphenicol
cpd:C00919	cpd:Choline sulfate
cpd:C00920	cpd:CoA-glutathione
cpd:C00921	cpd:Dihydropteroate
cpd:C00922	cpd:2,3-Dimethylmaleate
cpd:C00923	cpd:Ferricytochrome
cpd:C00924	cpd:Ferrocytochrome
cpd:C00925	cpd:Heparan sulfate
cpd:C00927	cpd:Isonocardicin A
cpd:C00928	cpd:Mercaptoethanol
cpd:C00929	cpd:Oligonucleotide
cpd:C00930	cpd:Oligosaccharide
cpd:C00931	cpd:Porphobilinogen
cpd:C00933	cpd:Sinapine
cpd:C00934	cpd:Sugar phosphate
cpd:C00935	cpd:UDP-L-arabinose
cpd:C00936	cpd:alpha-D-Mannose
cpd:C00937	cpd:(R)-Lactaldehyde
cpd:C00938	cpd:1,3-beta-D-Xylan
cpd:C00939	cpd:2-Aminoadenosine
cpd:C00940	cpd:2-Oxoglutaramate
cpd:C00941	cpd:3',5'-Cyclic CMP
cpd:C00942	cpd:3',5'-Cyclic GMP
cpd:C00943	cpd:3',5'-Cyclic IMP
cpd:C00944	cpd:3-Dehydroquinate
cpd:C00946	cpd:Adenosine 2'-phosphate
cpd:C00949	cpd:Cytochrome c-552
cpd:C00950	cpd:Dithioerythritol
cpd:C00951	cpd:Estradiol-17beta
cpd:C00952	cpd:Fibrinopeptide A
cpd:C00954	cpd:Indole-3-acetate
cpd:C00955	cpd:Indole-3-ethanol
cpd:C00956	cpd:L-2-Aminoadipate
cpd:C00957	cpd:Mercaptopyruvate
cpd:C00958	cpd:Plasmenylcholine
cpd:C00959	cpd:Prostaglandin B1
cpd:C00960	cpd:RNA 5'-phosphate
cpd:C00961	cpd:Sterigmatocystin
cpd:C00962	cpd:beta-D-Galactose
cpd:C00963	cpd:beta-D-Glucoside
cpd:C00964	cpd:(-)-trans-Carveol
cpd:C00965	cpd:1,3-beta-D-Glucan
cpd:C00966	cpd:2-Dehydropantoate
cpd:C00968	cpd:3',5'-Cyclic dAMP
cpd:C00969	cpd:3-Hydroxypropanal
cpd:C00971	cpd:4-Pyridoxolactone
cpd:C00972	cpd:Aromatic oxo acid
cpd:C00973	cpd:Cyclomaltodextrin
cpd:C00974	cpd:Dihydrokaempferol
cpd:C00975	cpd:Dihydroxyfumarate
cpd:C00976	cpd:GDP-D-mannuronate
cpd:C00977	cpd:L-Tryptophanamide
cpd:C00978	cpd:N-Acetylserotonin
cpd:C00979	cpd:O-Acetyl-L-serine
cpd:C00980	cpd:Polyvinyl alcohol
cpd:C00982	cpd:Renilla luciferin
cpd:C00984	cpd:alpha-D-Galactose
cpd:C00985	cpd:p-Mercuribenzoate
cpd:C00986	cpd:1,3-Diaminopropane
cpd:C00988	cpd:2-Phosphoglycolate
cpd:C00989	cpd:4-Hydroxybutanoic acid
cpd:C00990	cpd:5-Aminopentanamide
cpd:C00991	cpd:alpha-D-Aldose 1-phosphate
cpd:C00992	cpd:Aquacob(III)alamin
cpd:C00993	cpd:D-Alanyl-D-alanine
cpd:C00994	cpd:D-Prephenyllactate
cpd:C00995	cpd:Ferricytochrome b1
cpd:C00996	cpd:Ferricytochrome b5
cpd:C00997	cpd:Ferricytochrome c2
cpd:C00998	cpd:Ferrocytochrome b1
cpd:C00999	cpd:Ferrocytochrome b5
cpd:C01000	cpd:Ferrocytochrome c2
cpd:C01001	cpd:Formylmethanofuran
cpd:C01002	cpd:Hexose 1-phosphate
cpd:C01003	cpd:Myosin light chain
cpd:C01004	cpd:N-Methylnicotinate
cpd:C01005	cpd:O-Phospho-L-serine
cpd:C01007	cpd:Reduced riboflavin
cpd:C01008	cpd:Trimethylsulfonium
cpd:C01009	cpd:UDP-2-deoxyglucose
cpd:C01010	cpd:Urea-1-carboxylate
cpd:C01011	cpd:(3S)-Citramalyl-CoA
cpd:C01012	cpd:(R)-Pantolactone
cpd:C01013	cpd:3-Hydroxypropanoate
cpd:C01014	cpd:3-Isopropylcatechol
cpd:C01015	cpd:cis-4-Hydroxy-L-proline
cpd:C01016	cpd:5'-Phosphomonoester
cpd:C01017	cpd:5-Hydroxytryptophan
cpd:C01018	cpd:6-Deoxy-D-galactose
cpd:C01019	cpd:6-Deoxy-L-galactose
cpd:C01020	cpd:6-Hydroxynicotinate
cpd:C01021	cpd:Aromatic amino acid
cpd:C01022	cpd:Caldesmon phosphate
cpd:C01023	cpd:Dihydrostreptomycin
cpd:C01024	cpd:Hydroxymethylbilane
cpd:C01025	cpd:Lipid hydroperoxide
cpd:C01026	cpd:N,N-Dimethylglycine
cpd:C01028	cpd:N6-Hydroxy-L-lysine
cpd:C01029	cpd:N8-Acetylspermidine
cpd:C01031	cpd:S-Formylglutathione
cpd:C01032	cpd:alpha-L-Arabinoside
cpd:C01033	cpd:2-Methylbutanoyl-CoA
cpd:C01034	cpd:3-Oxo-Delta5-steroid
cpd:C01035	cpd:4-Guanidinobutanoate
cpd:C01036	cpd:4-Maleylacetoacetate
cpd:C01037	cpd:7,8-Diaminononanoate
cpd:C01040	cpd:L-Gulono-1,4-lactone
cpd:C01041	cpd:Monodehydroascorbate
cpd:C01042	cpd:N-Acetyl-L-aspartate
cpd:C01043	cpd:N-Carbamoylsarcosine
cpd:C01044	cpd:N-Formyl-L-aspartate
cpd:C01045	cpd:N-Formyl-L-glutamate
cpd:C01046	cpd:N-Methyl-L-glutamate
cpd:C01047	cpd:N5-Ethyl-L-glutamine
cpd:C01048	cpd:Polyprenyl phosphate
cpd:C01050	cpd:UDP-N-acetylmuramate
cpd:C01051	cpd:Uroporphyrinogen III
cpd:C01053	cpd:(R)-4-Dehydropantoate
cpd:C01054	cpd:(S)-2,3-Epoxysqualene
cpd:C01056	cpd:(S)-6-Hydroxynicotine
cpd:C01058	cpd:11beta-Hydroxysteroid
cpd:C01059	cpd:2,5-Dihydroxypyridine
cpd:C01060	cpd:3,5-Diiodo-L-tyrosine
cpd:C01061	cpd:4-Fumarylacetoacetate
cpd:C01062	cpd:5-Dehydro-D-gluconate
cpd:C01063	cpd:6-Carboxyhexanoyl-CoA
cpd:C01064	cpd:CMP-N-acylneuraminate
cpd:C01066	cpd:Cyclohexane-1,3-dione
cpd:C01067	cpd:D-Galactose 6-sulfate
cpd:C01068	cpd:D-Ribitol 5-phosphate
cpd:C01069	cpd:Desulfoglucotropeolin
cpd:C01070	cpd:Ferricytochrome c-553
cpd:C01071	cpd:Ferrocytochrome c-553
cpd:C01073	cpd:N-Acetyl-beta-alanine
cpd:C01074	cpd:N-Acetylgalactosamine
cpd:C01075	cpd:N-Sulfo-D-glucosamine
cpd:C01076	cpd:N-Terminal amino acid
cpd:C01077	cpd:O-Acetyl-L-homoserine
cpd:C01078	cpd:Procollagen L-proline
cpd:C01079	cpd:Protoporphyrinogen IX
cpd:C01080	cpd:Reduced coenzyme F420
cpd:C01081	cpd:Thiamin monophosphate
cpd:C01083	cpd:alpha,alpha-Trehalose
cpd:C01086	cpd:(3R)-3-Hydroxyacyl-CoA
cpd:C01087	cpd:(R)-2-Hydroxyglutarate
cpd:C01088	cpd:(R)-3,3-Dimethylmalate
cpd:C01089	cpd:(R)-3-Hydroxybutanoate
cpd:C01090	cpd:16alpha-Hydroxysteroid
cpd:C01091	cpd:Deacetylvindoline
cpd:C01092	cpd:8-Amino-7-oxononanoate
cpd:C01093	cpd:Cellobiono-1,5-lactone
cpd:C01094	cpd:D-Fructose 1-phosphate
cpd:C01095	cpd:D-Ribose 5-diphosphate
cpd:C01096	cpd:Sorbitol 6-phosphate
cpd:C01097	cpd:D-Tagatose 6-phosphate
cpd:C01099	cpd:L-Fuculose 1-phosphate
cpd:C01100	cpd:L-Histidinol phosphate
cpd:C01101	cpd:L-Ribulose 5-phosphate
cpd:C01102	cpd:O-Phospho-L-homoserine
cpd:C01103	cpd:Orotidine 5'-phosphate
cpd:C01104	cpd:Trimethylamine N-oxide
cpd:C01107	cpd:(R)-5-Phosphomevalonate
cpd:C01108	cpd:1,2,3-Trihydroxybenzene
cpd:C01109	cpd:4-Methylene-L-glutamine
cpd:C01110	cpd:5-Amino-2-oxopentanoic acid
cpd:C01111	cpd:7,8-Dihydroxykynurenate
cpd:C01112	cpd:D-Arabinose 5-phosphate
cpd:C01113	cpd:D-Galactose 6-phosphate
cpd:C01114	cpd:L-Arabinono-1,4-lactone
cpd:C01115	cpd:L-Galactono-1,4-lactone
cpd:C01117	cpd:Nucleoside 5'-phosphate
cpd:C01118	cpd:O-Succinyl-L-homoserine
cpd:C01119	cpd:Oxidized dithiothreitol
cpd:C01120	cpd:Sphinganine 1-phosphate
cpd:C01121	cpd:Streptidine 6-phosphate
cpd:C01122	cpd:cis-2,3-Dehydroacyl-CoA
cpd:C01123	cpd:(-)-trans-Isopiperitenol
cpd:C01124	cpd:18-Hydroxycorticosterone
cpd:C01125	cpd:Dihydro-4,4-dimethyl-2,3-furandione
cpd:C01126	cpd:(2E,6E)-Farnesol
cpd:C01127	cpd:4-Hydroxy-2-oxoglutarate
cpd:C01131	cpd:L-Rhamnulose 1-phosphate
cpd:C01132	cpd:N-Acetyl-D-galactosamine
cpd:C01133	cpd:N-Acetyl-D-glucosaminate
cpd:C01134	cpd:Pantetheine 4'-phosphate
cpd:C01135	cpd:Phospho-beta-D-glucoside
cpd:C01136	cpd:S-Acetyldihydrolipoamide
cpd:C01137	cpd:S-Adenosylmethioninamine
cpd:C01138	cpd:Streptomycin 6-phosphate
cpd:C01139	cpd:[Acetyl-CoA carboxylase]
cpd:C01140	cpd:alpha-D-Glucosyl-protein
cpd:C01141	cpd:beta-Adrenergic receptor
cpd:C01142	cpd:(3S)-3,6-Diaminohexanoate
cpd:C01143	cpd:(R)-5-Diphosphomevalonate
cpd:C01144	cpd:(S)-3-Hydroxybutanoyl-CoA
cpd:C01146	cpd:2-Hydroxy-3-oxopropanoate
cpd:C01147	cpd:2-Hydroxycyclohexan-1-one
cpd:C01149	cpd:4-Trimethylammoniobutanal
cpd:C01151	cpd:D-Ribose 1,5-bisphosphate
cpd:C01152	cpd:N(pi)-Methyl-L-histidine
cpd:C01153	cpd:Orthophosphoric monoester
cpd:C01155	cpd:Quercetin 3,3'-bissulfate
cpd:C01156	cpd:Quercetin 3,4'-bissulfate
cpd:C01157	cpd:Hydroxyproline
cpd:C01158	cpd:1-O-Galloyl-beta-D-glucose
cpd:C01159	cpd:2,3-Bisphospho-D-glycerate
cpd:C01161	cpd:3,4-Dihydroxyphenylacetate
cpd:C01162	cpd:3-(Pyrazol-1-yl)-L-alanine
cpd:C01163	cpd:3-Carboxy-cis,cis-muconate
cpd:C01164	cpd:7-Dehydrocholesterol
cpd:C01165	cpd:L-Glutamate 5-semialdehyde
cpd:C01166	cpd:Oxidized polyvinyl alcohol
cpd:C01167	cpd:Protein tyrosine phosphate
cpd:C01168	cpd:Pseudouridine 5'-phosphate
cpd:C01169	cpd:S-Succinyldihydrolipoamide
cpd:C01170	cpd:UDP-N-acetyl-D-mannosamine
cpd:C01171	cpd:alpha-D-Hexose 1-phosphate
cpd:C01172	cpd:beta-D-Glucose 6-phosphate
cpd:C01173	cpd:1,3,8-Naphthalenertriol
cpd:C01175	cpd:1-O-Sinapoyl-beta-D-glucose
cpd:C01176	cpd:17alpha-Hydroxyprogesterone
cpd:C01177	cpd:Inositol 1-phosphate
cpd:C01179	cpd:3-(4-Hydroxyphenyl)pyruvate
cpd:C01180	cpd:4-Methylthio-2-oxobutanoic acid
cpd:C01181	cpd:4-Trimethylammoniobutanoate
cpd:C01182	cpd:D-Ribulose 1,5-bisphosphate
cpd:C01183	cpd:N,N-Dimethylaniline N-oxide
cpd:C01185	cpd:Nicotinate D-ribonucleotide
cpd:C01186	cpd:(3S,5S)-3,5-Diaminohexanoate
cpd:C01187	cpd:3-Deoxy-D-manno-octulosonate
cpd:C01188	cpd:3-Hydroxy-2-methylpropanoate
cpd:C01189	cpd:Lathosterol
cpd:C01190	cpd:Glucosylceramide
cpd:C01191	cpd:Dolichyl D-xylosyl phosphate
cpd:C01192	cpd:Palmitoylglycerone phosphate
cpd:C01194	cpd:1-Phosphatidyl-D-myo-inositol
cpd:C01196	cpd:3'-Hydroxyoligoribonucleotide
cpd:C01197	cpd:Caffeate
cpd:C01198	cpd:3-(2-Hydroxyphenyl)propanoate
cpd:C01199	cpd:5'-Hydroxyoligoribonucleotide
cpd:C01200	cpd:N-Acylneuraminate 9-phosphate
cpd:C01201	cpd:N(omega)-(ADP-D-ribosyl)-L-arginine
cpd:C01203	cpd:Oleoyl-[acyl-carrier protein]
cpd:C01204	cpd:Phytic acid
cpd:C01205	cpd:(R)-3-Amino-2-methylpropanoate
cpd:C01207	cpd:3-(3,4-Dihydroxyphenyl)lactate
cpd:C01209	cpd:Malonyl-[acyl-carrier protein]
cpd:C01210	cpd:N-Methylethanolamine phosphate
cpd:C01211	cpd:Procollagen 5-hydroxy-L-lysine
cpd:C01212	cpd:UDP-N-acetylmuramoyl-L-alanine
cpd:C01213	cpd:(R)-Methylmalonyl-CoA
cpd:C01214	cpd:1-Amino-1-deoxy-scyllo-inositol
cpd:C01215	cpd:2-(Acetamidomethylene)succinate
cpd:C01216	cpd:2-Dehydro-3-deoxy-D-galactonate
cpd:C01217	cpd:5,6,7,8-Tetrahydromethanopterin
cpd:C01218	cpd:6-Phospho-2-dehydro-D-gluconate
cpd:C01219	cpd:CDP-4-dehydro-6-deoxy-D-glucose
cpd:C01220	cpd:1D-myo-Inositol 1,4-bisphosphate
cpd:C01221	cpd:Dihydrostreptomycin 6-phosphate
cpd:C01222	cpd:GDP-4-dehydro-6-deoxy-D-mannose
cpd:C01223	cpd:Methyl 2-diazoacetamidohexonate
cpd:C01225	cpd:sn-Glycero-3-phospho-1-inositol
cpd:C01226	cpd:12-OPDA
cpd:C01227	cpd:Dehydroepiandrosterone
cpd:C01228	cpd:Guanosine 3',5'-bis(diphosphate)
cpd:C01229	cpd:Phospholipid olefinic fatty acid
cpd:C01230	cpd:all-trans-Hexaprenyl diphosphate
cpd:C01231	cpd:alpha-D-Glucose 1,6-bisphosphate
cpd:C01233	cpd:sn-Glycero-3-phosphoethanolamine
cpd:C01234	cpd:1-Aminocyclopropane-1-carboxylate
cpd:C01235	cpd:alpha-D-Galactosyl-(1->3)-1D-myo-inositol
cpd:C01236	cpd:D-Glucono-1,5-lactone 6-phosphate
cpd:C01239	cpd:N-Acetyl-beta-D-glucosaminylamine
cpd:C01240	cpd:2',3'-Cyclic nucleotide
cpd:C01241	cpd:Phosphatidyl-N-methylethanolamine
cpd:C01242	cpd:[Protein]-S8-aminomethyldihydrolipoyllysine
cpd:C01243	cpd:1D-myo-Inositol 1,3,4-trisphosphate
cpd:C01244	cpd:3,5-Diiodo-4-hydroxyphenylpyruvate
cpd:C01245	cpd:D-myo-Inositol 1,4,5-trisphosphate
cpd:C01246	cpd:Dolichyl beta-D-glucosyl phosphate
cpd:C01247	cpd:[Acetyl-CoA carboxylase] phosphate
cpd:C01249	cpd:7,8-Dihydro-7,8-dihydroxykynurenate
cpd:C01250	cpd:N-Acetyl-L-glutamate 5-semialdehyde
cpd:C01251	cpd:(R)-2-Hydroxybutane-1,2,4-tricarboxylate
cpd:C01252	cpd:4-(2-Aminophenyl)-2,4-dioxobutanoate
cpd:C01253	cpd:ADP-D-ribosyl-[dinitrogen reductase]
cpd:C01255	cpd:N-(6-Aminohexanoyl)-6-aminohexanoate
cpd:C01256	cpd:[Pyruvate dehydrogenase (acetyl-transferring)]
cpd:C01259	cpd:(3S)-3-Hydroxy-N6,N6,N6-trimethyl-L-lysine
cpd:C01260	cpd:P1,P4-Bis(5'-adenosyl)tetraphosphate
cpd:C01261	cpd:P1,P4-Bis(5'-guanosyl) tetraphosphate
cpd:C01262	cpd:beta-Alanyl-N(pi)-methyl-L-histidine
cpd:C01263	cpd:3,6,9-Trihydroxypterocarpan
cpd:C01264	cpd:2-Acetyl-1-alkyl-sn-glycero-3-phosphate
cpd:C01265	cpd:3,7-Di-O-methylquercetin
cpd:C01266	cpd:3'-Deoxydihydrostreptomycin 6-phosphate
cpd:C01267	cpd:3-(Imidazol-4-yl)-2-oxopropyl phosphate
cpd:C01268	cpd:5-Amino-6-(5'-phosphoribosylamino)uracil
cpd:C01269	cpd:5-O-(1-Carboxyvinyl)-3-phosphoshikimate
cpd:C01270	cpd:3-Hydroxy-2-methylpyridine-5-carboxylate
cpd:C01271	cpd:(3R)-3-Hydroxyacyl-[acyl-carrier protein]
cpd:C01272	cpd:1D-myo-Inositol 1,3,4,5-tetrakisphosphate
cpd:C01273	cpd:2-Hydroxy-6-oxo-6-phenylhexa-2,4-dienoate
cpd:C01274	cpd:5-Formyl-5,6,7,8-tetrahydromethanopterin
cpd:C01275	cpd:(3E)-4-(2-Carboxyphenyl)-2-oxobut-3-enoate
cpd:C01277	cpd:1-Phosphatidyl-1D-myo-inositol 4-phosphate
cpd:C01278	cpd:2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate
cpd:C01279	cpd:4-Amino-5-hydroxymethyl-2-methylpyrimidine
cpd:C01280	cpd:Dihydrostreptomycin 3'alpha,6-bisphosphate
cpd:C01281	cpd:[L-Glutamate:ammonia ligase (ADP-forming)]
cpd:C01282	cpd:1-Acyl-2-oleoyl-sn-glycero-3-phosphocholine
cpd:C01283	cpd:1-Amino-1-deoxy-scyllo-inositol 4-phosphate
cpd:C01284	cpd:1D-myo-Inositol 1,3,4,5,6-pentakisphosphate
cpd:C01285	cpd:2,6-Dichlorophenol-4-(2,3-dihydro-1,4-naphthoquinone imine)
cpd:C01286	cpd:2-Dehydro-3-deoxy-6-phospho-D-galactonate
cpd:C01288	cpd:N-Acetyl-D-glucosaminylphosphatidylinositol
cpd:C01289	cpd:N-Acetyl-D-glucosaminyldiphosphoundecaprenol
cpd:C01290	cpd:Lactosylceramide
cpd:C01291	cpd:3-(4-Methylpent-3-en-1-yl)pent-2-enedioyl-CoA
cpd:C01292	cpd:3alpha,7alpha-Dihydroxy-12-oxo-5beta-cholanate
cpd:C01293	cpd:[Pyruvate dehydrogenase (acetyl-transferring)] phosphate
cpd:C01294	cpd:1-Guanidino-1-deoxy-scyllo-inositol 4-phosphate
cpd:C01295	cpd:2D-5-O-Methyl-2,3,5/4,6-pentahydroxycyclohexanone
cpd:C01297	cpd:6-Hydroxypseudooxynicotine
cpd:C01298	cpd:1D-1-Guanidino-3-amino-1,3-dideoxy-scyllo-inositol
cpd:C01299	cpd:Adenylyl-[L-glutamate:ammonia ligase (ADP-forming)]
cpd:C01300	cpd:6-(Hydroxymethyl)-7,8-dihydropterin
cpd:C01301	cpd:3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al
cpd:C01302	cpd:1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate
cpd:C01304	cpd:2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one
cpd:C01306	cpd:N-Acetyl-beta-D-glucosaminyl-(1->3)-N-acetyl-D-galactosaminyl-R
cpd:C01308	cpd:[3-Methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)] phosphate
cpd:C01310	cpd:4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine
cpd:C01311	cpd:beta-D-Galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-N-acetyl-D-glucosaminyl-R
cpd:C01312	cpd:Prostaglandin I2
cpd:C01313	cpd:(S)-N-[3-(3,4-Methylenedioxyphenyl)-2-(mercaptomethyl)-1-oxoprolyl]glycine
cpd:C01314	cpd:(S)-N-[3-(3,4-Methylenedioxyphenyl)-2-(mercaptomethyl)-1-oxoprolyl]-(S)-alanine
cpd:C01315	cpd:(S)-N-[3-(3,4-Methylenedioxyphenyl)-2-(acetylthio)methyl-1-oxoprolyl]glycine benzyl ester
cpd:C01316	cpd:(S)-N-[3-(3,4-Methylenedioxyphenyl)-2-(acetylthio)methyl-1-oxoprolyl]-(S)-alanine benzyl ester
cpd:C01319	cpd:Hg
cpd:C01321	cpd:RI
cpd:C01322	cpd:RX
cpd:C01324	cpd:Bromide
cpd:C01326	cpd:Hydrogen cyanide
cpd:C01327	cpd:Hydrochloric acid
cpd:C01328	cpd:HO-
cpd:C01329	cpd:Nucleoside phosphate
cpd:C01330	cpd:Sodium cation
cpd:C01334	cpd:RCl
cpd:C01335	cpd:ROH
cpd:C01336	cpd:Aryl thiol
cpd:C01337	cpd:XDP
cpd:C01341	cpd:E-64
cpd:C01342	cpd:NH4+
cpd:C01343	cpd:Alkylmercury
cpd:C01344	cpd:dIDP
cpd:C01345	cpd:dITP
cpd:C01346	cpd:dUDP
cpd:C01347	cpd:dXDP
cpd:C01348	cpd:dXTP
cpd:C01349	cpd:AA861
cpd:C01352	cpd:FADH2
